[00:03] Speaker_A | Uh it fell off .
"[00:11] Speaker_A | One , two , three , four , yeah , we're ready ."
[00:19] Speaker_A | Okay . Welcome to this second meeting . Um it's now quarter after twelve and we're given forty minutes um for this meeting . This is a meeting on functional design . Um and I wanna welcome you all and thank you all for doing some research in between .
"[00:39] Speaker_A | Um I did took the minutes from the first meeting and I'll show them to you in a moment . Um I know each of you have a presentation and um in thinking about the forty minutes , I thought it would take only like three minutes for the previous minutes , um each of you having about seven minutes or maybe a little more , maybe a little less for your pre presentations and a little discussion , because there's I happen to have been told there were some new project requirements and we have to make some uh decision on what functions it will have . Okay ?"
[01:18] Speaker_A | Is this ap everybody agree with this ?
[01:18] Speaker_B | Oops .
[01:18] Speaker_C | Yes .
[01:21] Speaker_D | Yes .
"[01:21] Speaker_A | Okay . Um and after the meeting there'll be things to be done and as you can see it says we get to get lunch , um and then some more individual work and then putting minutes away and individual actions . Um but uh now for the minutes of the first meeting ."
"[01:47] Speaker_A | And go to that one . Um as you can see it was this earlier today . Um Kate , Steph , Sarah and myself in our four capacities were present . I opened the meeting , the product was developed uh and reviewed , and we talked about the financial end of it . Um and it had some implications , um the four million sales target and new ideas of not too many buttons , bright colours and some of the influence of the Japanese . And we closed early so you could then proceed with your research and getting your reports together for tod this meeting"
[02:43] Speaker_A | 'Kay .
"[02:44] Speaker_B | Uh I think so , we we we talked about the the individual roles that we each had as well ."
[02:46] Speaker_A | Did I miss something ?
[02:51] Speaker_D | Mm-hmm .
"[02:52] Speaker_A | Yeah . I'm afraid I incorporated that when I said who was present , but yes , we did , and we did a little bit of uh team building of uh of making the pictures , but I didn't think those were appropriate to the minutes necessarily . So um as a group I think we've are they're accepting the minutes ."
"[03:15] Speaker_D | Okay , I accept the minutes ."
[03:15] Speaker_A | And uh okay .
[03:18] Speaker_D | Is that what we're supposed to say ?
"[03:20] Speaker_A | Yeah . Good . Um , then we'll move to the three presentations ."
"[03:21] Speaker_C | Yeah , I do ."
[03:28] Speaker_A | Okay ?
[03:31] Speaker_D | Okay .
[03:32] Speaker_A | Okay .
[03:44] Speaker_A | That's as far as it goes .
"[03:48] Speaker_C | Uh not really meant to touch those microphones . Oh it doesn't have any on , does it ? That's fine ."
"[03:57] Speaker_D | Excellent , thank you ."
