[00:08] Speaker_B | It's up there ? That screen's black .
"[00:36] Speaker_B | Alright , okay . Okay , that's fine ."
[00:55] Speaker_B | Are we done ?
"[01:06] Speaker_B | Right , okay um , this is our second meeting and I might be a bit all over the place . Um , right our agenda for today , do you want us to give you a second ?"
"[01:20] Speaker_D | Uh , no that's okay , sorry ."
"[01:25] Speaker_B | I'll go over what we decided last meeting ,"
[01:29] Speaker_A | Mm-hmm .
"[01:30] Speaker_B | um ,"
"[01:32] Speaker_B | we decided upon a universal control , one handset for all , T_V_ , video"
[01:40] Speaker_A | Sorry .
"[01:40] Speaker_B | equipment . Um , that it was important that the product was accessible to a wide range of consumers , wide age range , not limiting anyone . We decided it was important to reflect the company's image in our product , we put fashion in electronics , you know that kind of s thing . Um , our budget would have to affect um try not to reflect our budget , um that we might"
"[02:11] Speaker_B | have a bit of oh oh you can see it , okay . Um dissonance between what our budget was and what we want it to look like . Um"
"[02:24] Speaker_B | want it to look uncluttered , undaunting to the customer . We discussed a flip-open design , um reducing the size of the control and an electronic panel um for further features like programming , things like that ."
"[02:41] Speaker_B | Okay . Um , three presentations , I've got written here so"
[02:48] Speaker_B | shall we hear from Marketing first ?
"[02:50] Speaker_D | Um is it okay if I postpone that til later , I just want to get access to a little bit more information , is that okay ?"
[02:58] Speaker_B | Unplug me .
[03:02] Speaker_C | Thanks .
"[03:10] Speaker_C | What do I have to press ? Oh , F_ eight ?"
"[03:13] Speaker_B | Um , F_N_"
[03:15] Speaker_B | function F_ eight .
"[03:16] Speaker_C | Oh right , yeah ."
[03:20] Speaker_C | Okay .
[03:29] Speaker_A | Yep .
[03:29] Speaker_C | Yep there we go .
"[03:32] Speaker_C | Okay this is uh the working design , presented by me , the uh Industrial Designer extraordinaire ."
"[03:39] Speaker_C | 'Kay , this is where I went a bit mad with PowerPoint so . What the first thing question I asked was what are we trying to design ? Well , a device which basically just sends the signal to the T_V_ to change its state , whether that be the power , or the channel um or the volume , everything is just um some sort of signal to change the state of the T_V_ or other appliance that it's sending the signal to ."
"[04:08] Speaker_C | Um , so I decided I'd have a look at what th other people have designed and try and take some inspiration from that . But uh although we will want to be taking"
"[04:32] Speaker_C | I'm dealing with the inside really . So um , yeah I ran out of time so I couldn't do this one as fun as the last one . Um and uh I found out that most uh controls use some form of infrared to send signals to the T_V_ presumably because of the cost issue of uh something like uh the same thing that computers use , wireless and , you don't need to send very much information . Um , most of them are powered by some form of battery . Now our one , I'm I'm not sure whether we want to look at the size issue because most of them are powered by triple A_ batteries but those can be quite bulky so I d I didn't know if you wanted to look at something else um so we could shrink down the size of the control . Yeah sure ."
"[05:18] Speaker_D | Mm-hmm . Could I can I interject to ask a question there , is that appropriate ? You're saying the triple A_ batteries are small or the surrounding it ?"
[05:21] Speaker_B | Mm-hmm .
"[05:25] Speaker_C | Um no no , if you if you look at if you look at most remote controls they're quite they're quite chunky and that's because of the size of the batteries , they have to be obviously this certain size to fit those batteries in . Yeah the the well you can you can get the sort of circular round ones but I'm just wondering about power consumption and how much you need to send the data across . Um , and d which leads sort of onto the next point about 'em being small and easy to carry round . Um , now the ones at the moment are small but I was just wondering if we could look at something a bit smaller ."
[05:30] Speaker_D | Mm-hmm .
"[05:35] Speaker_D | Right , the triple A_s are the smallest you can get are they not , right ?"
[05:37] Speaker_B | They are .
[05:38] Speaker_A | Okay .
[05:41] Speaker_D | Oh I see .
[05:45] Speaker_D | Okay .
"[06:59] Speaker_C | And so this is what I had as the basic idea of what we wanna do . It's not a proper circuit , I'm not sure if it'd work or not , I'm not even confident that those are the real um the real way you'd wire it up but anyway , we've just got the the power going to the infrared bulb with the chip and the uh U_I_ interface um"
"[07:23] Speaker_C | which would basically , when you when you pressed anything it would the chip would convert it into some form of I_R_ data which could be decoded by the T_V_ receiver , which obviously means that we're gonna have to conform to whatever"
"[07:39] Speaker_C | um whatever form of communication that the T_V_s are already using and since that that's another use and reason to use that infrared because that's what all T_V_s use at the moment . And then finally , um we want uh the it to be available to a wide audience at a low cost so all the components that I've put forward are uh low in cost so that that should be good . Um it should should be different enough um from the alternative products to get a good consumer base , we were talking about it before and also just something that I was thinking about , uh because they're small they're also easy to lose so if we could look into some way of d dunno some anti-going down the side of the sofa thing that you could have , I th that was just sort of a general point there . And that's uh yeah ."
[08:19] Speaker_D | Mm .
[08:29] Speaker_D | Mm .
"[08:35] Speaker_D | Mm . That's a very important part , it came up in our market research findings too so I can refer to that , whenever you like me to present ."
"[08:47] Speaker_B | Okay , thank you very much . Um , would you like to continue on from that ?"
[08:51] Speaker_A | Yep .
[08:54] Speaker_C | Ooh .
"[08:55] Speaker_A | 'Kay . It can be okay , that's okay with me ."
"[08:55] Speaker_B | Or , maybe move the laptop over ."
[09:32] Speaker_A | Oops .
"[09:51] Speaker_A | Why's it not working ? F_ eight , right ?"
[09:54] Speaker_B | F_ function .
