[00:00] Speaker_A | So is Why not save that .
"[00:03] Speaker_D | No , you'll ha have to open it up from elsewhere ."
[00:27] Speaker_D | And then find it .
[01:11] Speaker_A | Right .
[01:16] Speaker_C | Well we've made our prototype anyway .
[01:20] Speaker_D | You pass it round to have a look .
"[01:26] Speaker_C | Um , it's almost curved like up to the main display as well . And the little line at the bottom indicates the bit the panel that you pull down . And the extra function buttons are below that panel on the little line . And we've got the stick on the button with the company logo on ."
[01:31] Speaker_D | Mm-hmm .
[01:39] Speaker_D | Mm-hmm .
[01:43] Speaker_D | Mm-hmm .
"[01:51] Speaker_C | Yeah , it's a bit more fun , isn't it ? And it's kinda not really at a kind of you think apple , you think computers , like Apple Mac ."
"[01:58] Speaker_D | Mm-hmm . Copyright , yeah . What's this this one ? What's that one there ?"
"[02:00] Speaker_C | Yeah , and cherries are fun , summery . Ah , that's the mute ."
"[02:04] Speaker_D | Oh , okay . Right ."
[02:09] Speaker_D | Uh-huh .
[02:11] Speaker_D | Okay .
"[02:11] Speaker_B | For the first time , well it was hard to get the h um the actual labelling on the individual buttons ."
[02:17] Speaker_C | Yeah .
"[02:19] Speaker_C | Uh , we just chose simple shapes for all them . Um , the important ones are the volume ones . So we made them a bit bigger . The mute could possibly be a bit smaller ."
[02:25] Speaker_D | Mm-hmm .
"[02:27] Speaker_B | Hum , you separate off in colour the volume related buttons from the channel related buttons , so you've got the volume in orange on design there , and the the channel is in blue ."
[02:35] Speaker_D | Yeah .
[02:38] Speaker_C | Mm-hmm .
"[02:39] Speaker_A | R right . Um , all these things have cost implications . And so when I done my thing on cost a I had assumed that the only uh button that would be a different colour would be the uh the red apple button ."
"[02:39] Speaker_C | Yeah , and we chose a V_ plus and V_ minus ."
"[02:58] Speaker_A | So However , I've now . But um , yeah so uh but there would be a cost implication on that , and uh as I suppose that so whether wanted to put in all these colours , would be uh open to debate , I suppose ."
[03:05] Speaker_D | I'll see if I can find them .
"[03:15] Speaker_B | Yeah , sis"
"[03:34] Speaker_B | Yes , we'll have the slide-away ."
"[03:36] Speaker_A | Right , okay . So we've got um detail design meeting ."
[03:38] Speaker_B | Bottom .
[03:44] Speaker_A | Right .
"[03:47] Speaker_A | So So , we've got"
[04:09] Speaker_D | Mm-hmm .
[04:12] Speaker_D | Mm-hmm .
[04:15] Speaker_B | Mm-hmm .
"[04:30] Speaker_B | Yes , yes ."
[04:39] Speaker_D | Right .
[04:39] Speaker_B | Okay .
[04:57] Speaker_B | Mm-hmm .
"[05:08] Speaker_B | This this is a yes , this is our presentation of the prototype ."
[05:09] Speaker_D | That's the pr
"[05:12] Speaker_A | Right , so uh as far as the the finance of it would be concern would be to make sure that the cost aye the production cost 'cause you may remember that was one of the first uh considerations was to be in d under um uh twelve fifty or two and a half uh twelve and a half Euros ."
[05:12] Speaker_D | Okay .
[05:27] Speaker_B | Mm-hmm .
"[05:32] Speaker_A | So , there's no redesign . So that should uh Right , so , seems to me that the thing that I have to do is"
[05:58] Speaker_B | Could we get this on the board just so we can see or do you mean do you have the figures there ?
[06:04] Speaker_A | Right .
[06:06] Speaker_A | Okay .
"[06:07] Speaker_B | 'Kay , Alice ."
"[06:09] Speaker_B | So , sh"
"[06:10] Speaker_D | We could do it as we d go along , the production costs , looking at the prototype ."
[06:14] Speaker_A | Right . .
[06:17] Speaker_B | 'Kay this should be then .
"[06:20] Speaker_A | Okay , so , by the fact that we've got uh the simple chip and the uh kinetic energy source , we've got a single curved"
[06:44] Speaker_B | Mm-hmm .
[06:51] Speaker_B | Have a push button interface .
"[07:19] Speaker_D | Well do we'll do it on the prototype , so do two , see how much it is ."
[07:27] Speaker_D | Yeah .
[07:28] Speaker_B | Yeah .
[07:33] Speaker_D | Mm-hmm .
[07:40] Speaker_D | Mm-hmm .
[07:43] Speaker_A | And the r I mean effectively we've got sixteen buttons that we're gonna have on there .
"[08:13] Speaker_A | Whereas it would be the special colour would be for the So you would only have the one special button that was rubber , whereas the rest would be hard plastic ."
"[08:24] Speaker_D | I thi I think I think the button supplement i is just a supplement for all the buttons made in a different material , rather than per button ."
"[08:31] Speaker_A | Mm . I would Every design change is uh I dunno , um Okay , um ,"
[08:33] Speaker_D | I don't know though .
[08:41] Speaker_D | Hmm .
"[08:49] Speaker_A | if we just had all the buttons as standard , except for the one red apple , then that would take care of that , I guess . We'd have one special colour and one special button form ."
[09:00] Speaker_D | Mm-hmm .
[09:01] Speaker_A | And when
[09:04] Speaker_A | I plugged that in last time remember it has to be under twelve and a half .
"[09:10] Speaker_A | As far as I know , that um that took care of the uh of the various supplements . And if What happened ?"
[09:19] Speaker_D | Mm-hmm .
[09:26] Speaker_D | You've just gone off the window into another one . It's on the bottom row .
[09:37] Speaker_C | Maybe if you just minimise that one in the top right-hand corner of the little box . Yeah .
"[09:43] Speaker_A | Now , right . Okay , so , but the point would be that if we uh"
"[09:51] Speaker_A | if we just did special Sorry , you were saying that it would be that one , that you would put in one there ."
[09:57] Speaker_D | Yeah . Yeah .
[10:00] Speaker_A | Okay .
"[10:06] Speaker_A | So it Well , is it s is no , it's nine point seven I've got . Okay ."
[10:08] Speaker_B | 'Kay .
[10:09] Speaker_D | Mm-hmm .
[10:16] Speaker_A | that would work out fine if uh
[10:18] Speaker_D | Mm-hmm .
