[00:00] Speaker_D | Funky sh stuff like that .
[00:00] Speaker_A | Wonder how much of the meetings is talking about the stuff at the meetings . Yeah .
"[00:03] Speaker_C | Yeah , exactly , yeah yeah yeah ."
"[00:15] Speaker_C | Well should we just go around and everyone says what they d what they've been doing , how far they've got . Well I hope so ."
[00:21] Speaker_A | Not a lot . No .
[00:25] Speaker_B | Yeah .
[00:32] Speaker_B | Yeah .
[00:32] Speaker_A | 'Kay .
[00:36] Speaker_C | Mm-hmm .
[00:48] Speaker_B | Okay . Sorry . Yeah .
[00:48] Speaker_C | Okay .
"[00:50] Speaker_C | So yeah . We've go a browser we've um which comes up automatically with a transcription box and the topics . And then when you go on the menu , you can select a summarisation box , which pops up , and an audio player ."
[01:08] Speaker_D | Right .
"[01:08] Speaker_C | Um and a s I think the search works as well , so you could pop up a search . And it loads up um just the background window is empty and um so when you start , you have to either open open a particular observation or do a search and open it through that ."
[01:26] Speaker_C | Does that make sense ?
"[01:28] Speaker_C | Um the transcription box has got a summarise but button , which doesn't do anything yet . Um now I wonder wh how we wanna do , you know , we want a pop-up window with the speaker characterisation ."
"[01:46] Speaker_C | Um either we could do that you know , when does the pop-up come ? Either we can when you click on the the I_D_ , any sort of I_D_ in the transcription box , or we can put an extra button extra few buttons next to the summarise button so that you actually in the transcription box , but so like you click on a button and then that opens whatever that speaker characterisation is . The problem is the r the left-click is already used because it highlights that um"
[01:46] Speaker_D | D yeah .
[01:46] Speaker_A | Hmm .
"[02:16] Speaker_C | that part of speech or whatever that what he's been saying , you know , the the left-click highlights it . So that you can I don't know what happens when you double-click actually , but that'd be a bit annoying if you have left-click for one thing and double-click for something else . Um I think so yeah , when you left-click it , you can for example set set the marker there so that the mm the audio goes from there , I think ."
[02:18] Speaker_D | The l the left-click or the right-click .
[02:20] Speaker_B | Yeah .
[02:22] Speaker_D | Right .
"[02:32] Speaker_B | Yeah , I don't know ."
[02:42] Speaker_C | Um so we can't put it on left-click . We could put it on a right-click . We could for example have a little menu that pops up .
"[02:49] Speaker_D | Yeah , it might be quite good , I suppose . Yeah ."
