"[00:37] Speaker_A | So um nice to see you again . Uh . So , uh ."
[00:46] Speaker_A | Tod uh for this meeting I will take the notes and do the minutes .
[00:52] Speaker_A | Uh so we will see our three presentations .
"[00:58] Speaker_A | Um we will start with the uh Manager Expert wi who will talk about uh user re requirements , whats user needs and what it desire for this devi device ."
"[01:17] Speaker_A | Yep . Oh , I don't think so . I think you have to come here ."
[01:21] Speaker_A | I dunno .
[01:23] Speaker_A | I think it should stay .
[01:24] Speaker_D | Excuse me . Okay .
"[01:25] Speaker_B | Yeah , that's it ."
[01:33] Speaker_D | Okay .
"[01:45] Speaker_A | Oh , maybe ."
"[01:59] Speaker_A | Oh , you can put it here . Oh that's okay , it's jus"
"[02:36] Speaker_D | So basically um the major things we found out was that um basically users don't like the look and feel of of most remote controls that are currently on the market . Um they , you know , seventy five percent of the people we we uh did the experiments on , found that rem remote the remote controls that they'd used in the past were ugly . Completely ugly . Um they they didn't match the operating behaviour of the user , that is , you know , the the way users use remote controls when they're watching T_V_ . Um , that the layout of the remote controls didn't match they way that they used it . Um and"
[03:18] Speaker_D | thirdly they say that w half of the users that we um tested said that they only used ten percent of the buttons that uh are on remote controls . Um so we collect we also some collected some usage statistics uh based on how these test subjects were using their remote control . And from this we basically came up with the figure that
"[03:44] Speaker_D | the channel buttons , the channel selection buttons are the most by far the most used buttons on the remote control . Um and you can see they're used a hundred and sixty eight times per hour on average , um , while the user's watching T_V_ . Um the closest button that was used , well the cl the button that was used that was closest to the channel button was the teletext button , um which was used fourteen times per hour , followed by the volume button , which was four times per hour , um ,"
"[04:16] Speaker_D | all the other , all the other um buttons , such as ch um audio and picture selection um configuration buttons and things were used , you know , l approx well less than or equal to one times per hour . Um we also asked users um which buttons had the most importance to them , you know , which which buttons they felt were the most important buttons on on the remote control ."
"[04:39] Speaker_D | And basically they came they said the channel , volume , and power buttons had the highest relevance to users , um note that only power was very infrequently used , it only had a b a a fr usage frequency of about one times per hour , but users ranked it as having a very very high relevance . Um and the audio and picture settings had a very that well the users thought that um w the audio and picture settings were very uh weren't very important to them um , and they used them very infrequently a as well ."
"[05:24] Speaker_D | fifty percent of the users said that uh what frustrates them is losing the remote control um somewhere in the room and not being able to find it . Um they also said that it um it takes a lot of time to learn a new remote control , especially when there's many buttons and it's a , you know , a c a a unintuitive interface . Um and then thirdly , they some users commented on the fact that the the you know the way that you have to hold and press buttons on a remote control ar are bad and um cause u repetitive strain injury ."
