"[00:47] Speaker_A | Okay . Well , let's start . What are we doing ? Oops ."
[01:00] Speaker_B | Hmm .
"[01:00] Speaker_C | Ah , pinball ."
[01:07] Speaker_B | Oh .
[01:12] Speaker_A | Very good .
[01:19] Speaker_D | Yeah .
"[01:25] Speaker_B | Mine . Oh , great ."
[01:32] Speaker_D | Very interesting .
[01:51] Speaker_A | Industrial Designer . Interface concept .
"[02:04] Speaker_B | Uh , first I'll uh I'll uh discuss the buttons we just chose , uh show you some samples , uh"
"[02:12] Speaker_B | uh discuss some colours and design maybe , already . And uh my personal preferences ."
"[02:36] Speaker_B | Uh the volume and channel quadrants , uh left and right , up and down arrows , to uh do the volume and channel . And the menu menu button to man manipulate the L_C_D_ uh display ."
[03:05] Speaker_D | Large . A lot a lot of buttons buttons .
"[03:06] Speaker_B | Yeah . Yeah . Large and and and pretty thin and uh and long . Um , power buttons are mostly at the top"
[03:17] Speaker_B | uh left or right .
"[03:21] Speaker_B | Um , well we see the the the same uh"
"[03:31] Speaker_B | Yeah , well arrow b buttons can be blue ."
"[03:34] Speaker_B | And what's interesting is the the the icons on the buttons . Some buttons have icons like the play and stop , but we don't use that . But uh , these we we have to choose the right icons , or or letters . Uh this is the V_ for volume , but they're both uh a V_ . So it's it's not really very uh clear what's the function of that ."
[03:56] Speaker_D | Yeah .
"[04:04] Speaker_A | For the uh menu , what do we use for that ?"
[04:10] Speaker_A | We don't have buttons for the menu . Or we may have to use channel of the volume and channel .
[04:26] Speaker_B | Like this . Or or this .
[04:27] Speaker_A | Yeah .
[04:31] Speaker_B | And that the menu button is okay .
"[04:32] Speaker_A | Yeah but , has to be clear that you can use the arrows ."
[04:36] Speaker_D | Yes .
"[04:39] Speaker_B | The icons on the arrows , as well , you mean ."
[04:41] Speaker_A | Mm-hmm . Yes . The second one .
[04:44] Speaker_B | Yeah .
[04:49] Speaker_A | Okay .
"[04:49] Speaker_C | Uh , maybe I'll have something in my uh presentation . And you will see it ."
[04:52] Speaker_B | Okay .
"[04:56] Speaker_B | Um , well I don't I don't know if we have to discuss this already , or in the next uh meeting . But uh , as we have to uh to to design the the case and the whole uh remote control in our uh our our corporate uh company uh uh colours and the logo , I would uh recommend a yellow case ."
"[05:18] Speaker_B | Uh , round edges . The logo at the bottom . And uh , well maybe each each uh set of buttons uh has uh has his own colour . So , it's good . Uh , recognisable . K so , I think ."
"[05:36] Speaker_A | No , it's not flower power ."
[05:40] Speaker_A | S okay .
"[05:45] Speaker_B | Uh , yeah so good uh good icons on the buttons , and uh and big buttons is my uh personal uh"
[05:54] Speaker_B | opinion .
[05:56] Speaker_A | Okay .
[05:57] Speaker_B | That was that .
[05:58] Speaker_A | Thank you .
"[06:00] Speaker_A | So , you're next ."
"[06:02] Speaker_C | I'm next , okay ."
[06:23] Speaker_C | Yes . No . Here we go .
"[06:27] Speaker_C | Uh , at first we will uh I will f uh say something about what younger people want , our uh group w uh w uh we want to uh sell our remote controls to . And then , I'll discuss what my opinion is about the costs , about uh what battery is in it , what kind of buttons also ."
[06:30] Speaker_D | Mm-hmm .
"[06:47] Speaker_C | First uh , the younger people , they want like soft mat uh materials and primary colours . Like , totally yellow , totally red . Uh , so it's visible . Uh , the shapes are curved and round , like uh you also said ."
"[07:04] Speaker_C | Maybe it's nice to uh get a remote control not like all the other ones , straight and uh flat and long . But to give him the shape of your hand , so you it's easier to use or something like that . But that's just an idea . And then ,"
"[07:24] Speaker_C | I'll have to discuss about the costs uh of all the things for the remote control . The battery , there are few options . Uh , I think the best option is to use uh the basic battery . So , everybody can buy it uh at the at the supermarket ."
"[07:41] Speaker_C | Or use uh a k uh kinetic battery like uh within a watch . When you uh shake it a few times , it it's loaded . Uh , the the form of the remote control , I think it's also nice have it curved ."
"[07:57] Speaker_C | And maybe like it's hand-shaped . Uh , so uh you take it here in your hand and here are the buttons . Uh material , you use plastic . Hard plastic uh because uh it won't have to burst uh like in the in one time . And also rubber because the younger people like that , what we see in the research ."
"[08:19] Speaker_C | Uh the push-buttons . We have one new thing uh discovered . It's a scroll push uh thing like a mouse . Maybe it's uh easy to use uh for the channels . When you want to go m move up , you just scroll up and click on the button , if you wanna see the next , uh if you wanna see that channel ."
"[08:40] Speaker_C | And also for the mouse , uh for the volume , it's also uh easy to use . Just scroll a bit up , scroll a bit down . And that's also easy just w when you have a thing like this , and you get it here . You can do it with your thumb ."
"[08:55] Speaker_C | And with your l left hand you can uh push the buttons uh if you push uh channel one , you can see channel one ."
[08:56] Speaker_D | Hmm .
"[09:02] Speaker_C | The electrics um with a scroll push uh button , we must use regular uh chips . There are also uh simple chips . They are uh cheaper . Um , but then we have just a basic uh uh remote control , and I think there are a lot of those uh things , and people won't buy it any more . They have seen enough of it ."
"[09:28] Speaker_C | And you have also advanced um chips . But that's with the L_C_D_ uh screen . And the costs will increase a lot more . And I think our budget is too low to use and an L_C_D_ , and the chip who is more expensive ."
"[09:46] Speaker_C | And maybe it's also then uh thoughtful if we u uh use uh as um different kind of uh shapes for the for remote control , that we then use the primary colours . Like , you get a yellow uh remote control , red one , blue one , et cetera ."
[10:08] Speaker_C | You have any more questions about this ?
"[10:13] Speaker_C | I think the main thing is we look at the costs . And not too basic , not a basic remote control , who everybody already has ."
[10:13] Speaker_D | Yep .
[10:16] Speaker_A | Hmm .
[10:19] Speaker_D | Yeah .
"[10:21] Speaker_D | But , thi i uh This is with an L_C_D_ ? No , not ."
[10:24] Speaker_C | Not with an L_C_D_ . No .
"[10:26] Speaker_A | No , isn't . But the L_C_D_ is easy when you use the scroll uh buttons ."
"[10:33] Speaker_A | Then you can scroll , you see what number , and then you push ."
[10:34] Speaker_C | Yeah .
"[10:36] Speaker_C | But then , what I say , the costs will uh get a lot higher ."
[10:40] Speaker_A | But then it's not easy to use scroll uh
[10:44] Speaker_A | wheel .
[10:45] Speaker_C | Th then you'll see it on the television .
"[10:48] Speaker_A | Hmm , yes . But then . Yeah , then you go one down one up ."
[10:53] Speaker_A | When you scroll .
"[10:53] Speaker_C | Yeah but l when you see a menu uh on the television , it's like you see uh one to twenty , you go uh uh s scroll up , and push number tw twenty ."
"[11:17] Speaker_C | Mm-hmm . Yeah , I think the younger people will have newer televisions , which"
[11:22] Speaker_C | can provide our uh remote control .
[11:24] Speaker_A | Yeah but young people have to have all their uh room .
