"[01:13] Speaker_A | Hi everyone , hope you had a nice lunch . Um . Alright we're moving on to conceptual design ."
[01:25] Speaker_D | Bless you .
"[01:38] Speaker_A | Um , yeah ."
"[02:04] Speaker_A | So , if you all have presentations to do , we can see what where you've come from our last time ."
[02:14] Speaker_A | Does everyone have presentations ?
[02:14] Speaker_B | Hmm .
[02:16] Speaker_D | Yeah .
[02:16] Speaker_C | Yes .
[02:17] Speaker_B | Yes .
[02:17] Speaker_A | Okay . Would anybody like to go first ?
[02:20] Speaker_B | Sure .
[02:21] Speaker_A | Okay .
[02:41] Speaker_B | So I've been looking at the components design . Um . Mostly by consulting remote control diagrams from the internet and also by incorporating design ideas from the last project meeting .
"[02:54] Speaker_B | Um , so we need some custom design parts , and other parts we'll just use standard . Um , I assume we'll be custom designing our case , probably a hard plastic or some other material case , to protect the remote and the locator ."
"[03:10] Speaker_B | And we'll need to custom desi design a circuit board , because the circuit board has to take the button input and send it to the output so you have to design that each time . But once we come up with a design we'll send it to the circuit people and they'll just print it out ."
"[03:24] Speaker_B | Um , standard parts include the buttons and the wheels , um the iPod-style wheel . The infrared L_E_D_ is actually gonna be included in the circuit board that comes with it . Um , we need a radio sender and receiver , those are standard . And al we also need a beeper or buzzer or other sort of noise thing for locating the remote ."
"[03:43] Speaker_B | So we have some material options . Um , we can use rubber , plastic , wood or titanium . Um , I'd recommend against titanium because it can only be used in the flat cases and it's really heavy . Um , and the rubber case requires rubber buttons , so if we definitely want plastic buttons , we shouldn't have a rubber case ."
"[04:03] Speaker_B | And , hmm ?"
[04:25] Speaker_B | So that's what I've got on design .
[04:31] Speaker_A | 'S good .
"[04:39] Speaker_D | Um , can I do next ? 'Cause I have to say something about the material"
[04:41] Speaker_A | Hmm .
[04:42] Speaker_C | Yeah .
[04:43] Speaker_D | which is quite shocking .
[04:52] Speaker_D | Ha . Mm .
"[05:08] Speaker_D | Right , um , I have been searching the current trends , um , both on the web and via fashion-watchers , and the findings are that the first thing to aim for is a fashion uh , fancy look and feel . Um . Next comes technologic technology and the innovations to do with that . And th last thing is the"
"[05:35] Speaker_D | easy to use um factor . Um , fancy look and feel goes far beyond the functionality of the thing , but I suppose that is included in in the ease of use . Um , our fashion-watchers in Milan and Paris have decided , well noticed , that f the fruit and vegetable theme is the is the current trend and and therefore um we need to go for that if we want , you know , wh whatever our motto is . Um ."
"[06:10] Speaker_D | For fashion , we go for fashion . The fashion in electronics . So we want to put the fashion electronics , we need to go fruit and vegetables . And also go for a spongy feel , so the the question of our technology whate is Industrial Designer . As to the material should be limited to I don't know how spongy it can be , should discuss this together , I don't know how spongy can be achieved but apparently that's the way to go ."
[06:11] Speaker_A | Mm .
"[06:41] Speaker_D | Um . I I have been thinking about this fruit and vegetable thing and I prefer fruits to vegetables , but that's just a personal opinion . I think I think people like to have a fruit instead of a vegetables in their sitting room . Uh those are just suggestions and also we need to decide whether this should be printed , so that still has to do with the material discuss should we print the fruit stuff , or should the actual remote look like a fruit ?"
"[07:11] Speaker_D | Um , and finally again with the spongy . It has to be technologically innovative so maybe again our Industrial Designer should look into that or find come up with a solution that's better than mine . Um , yeah , to summarise these are the points that need to be"
"[07:31] Speaker_D | um , touched in order to get a good decision , and hopefully our User Interface has more to say about the matter . Thank you for your attention ."
[07:40] Speaker_C | Mm-hmm .
[07:57] Speaker_C | So .
"[08:00] Speaker_A | I think it's the next it's the blue one , yeah ."
"[08:01] Speaker_C | Oh , uh , there we go . Uh ."
"[08:34] Speaker_C | Okay , alright anyway . Um here we go . Conceptual User Interface . Trying we're gonna try to talk about , um what kind of uh how people are actually going to be using this iPod-ish remote control , based on fruit vegetable design . And , um , basically , so , this is a touched ba a touch-based graphical interface system . Uh , so people are going to be looking at this little screen . Um , kind of I mean I assume , are we still on the screen idea ?"
[09:06] Speaker_A | Oh we s hadn't discussed it last time .
[09:08] Speaker_C | 'Cause if we're gonna have to ha if we have this it just seems like in order to have someone going around and using the um the wheel
[09:18] Speaker_A | You need a screen for it ?
[09:19] Speaker_C | you it seems like you would need a screen .
"[09:34] Speaker_A | We're , um , we're actually not having D_V_D_ , that was one of th I I was sorry , I I meant to update you on that . Um ."
[09:36] Speaker_B | Yeah .
[09:38] Speaker_C | Okay . Alright . Okay .
"[09:41] Speaker_D | But the screen can come up on the telly , the she said . That correct ?"
[09:45] Speaker_B | Yeah .
[10:00] Speaker_D | Graphical interface ? Uh on the you can have it on the telly though .
[10:03] Speaker_A | Yeah .
[10:16] Speaker_A | Yeah .
"[10:42] Speaker_D | Yeah , yeah , yeah . Yeah , yeah ."
[10:43] Speaker_B | Yeah .
[10:46] Speaker_A | But but imagine someone with s
"[10:46] Speaker_B | My flatmates actually had one with a wheel , and it it did show up on the T_V_ ."
[10:49] Speaker_C | I oh yeah ?
[10:55] Speaker_D | Yeah .
"[10:56] Speaker_B | They have to r wheel really fast . But I think the wheel goes through like a hundred channels , at least on theirs ."
"[11:00] Speaker_D | Yeah , yeah , yeah ."
[11:00] Speaker_C | Yeah .
"[11:13] Speaker_C | So you're either you're you know , th you're either doing this motion to like control the channels or like once once you stop that , you know , you can like tap for , um , different"
[11:23] Speaker_A | Yeah .
"[11:25] Speaker_C | uh , whatchamacallits , different um , you know , functions like volume or , like you can tap just to get to different channels ."
[11:35] Speaker_C | Like if you just wanted to go to like from five to six you could tap or someth
[11:39] Speaker_A | Right .
"[12:06] Speaker_C | So I mean and it seems it w it does seem a little silly to have this screen if you hardly are ever using it , you know , because but then again it would it does make kind of if the screen's sort of just like an option that , like , is just there and you're not really using it , that's kind of m yeah ."
[12:11] Speaker_A | Yeah .
[12:19] Speaker_A | Yeah .
"[12:19] Speaker_B | It's more expensive according to the design people . You have to get a an advanced chip if you wanna have a screen in , which is more expensive than the regular chip , which is more expensive than the minimal ."
"[12:22] Speaker_C | Yeah , that's the only thing though ."
[12:30] Speaker_A | Mm .
