[01:01] Speaker_D | Great man . Who starts ?
"[01:04] Speaker_A | Well I'll uh start just with another presentation , so then we can uh look at th at the agenda uh for this meeting ."
"[01:06] Speaker_D | Alright , great ."
[01:10] Speaker_D | Alright .
[01:16] Speaker_A | I've put some uh new things in the in the map .
[01:19] Speaker_D | Mm-hmm .
[01:23] Speaker_A | This is it .
"[01:25] Speaker_A | I don't know the shortcut , so Ah F_ five . Well our functional design meeting , that's the stage we're in . And you also ha all three of you have uh prepared something about it ."
[01:33] Speaker_C | Mm .
[01:37] Speaker_D | Yes .
[01:50] Speaker_A | Uh then we'll uh look at uh the three uh presentations uh from you .
[01:57] Speaker_D | 'Kay .
"[01:57] Speaker_A | I think you have prepared uh all three uh ? Um we'll look at th the new project requirements we uh I dunno . Y you also have uh received that mail , the new project requirements from our bosses ?"
"[01:59] Speaker_C | Well , yeah ."
[02:00] Speaker_D | Yeah .
"[02:12] Speaker_A | Oh I've received a mail with uh some additional requirements , and I'll have a look if Well I think we should show them before your presentations , because it's not really uh"
[02:16] Speaker_C | Oh .
[02:16] Speaker_D | Alright .
"[02:23] Speaker_A | smart uh to uh to include some things uh we can't , because of the new requirements . Well um then we can make some decisions about our remote control functions . We have to deb we have to decide it in this meeting what our function will be ."
[02:28] Speaker_D | 'Kay .
[02:43] Speaker_C | We have forty minutes for this uh discussion ?
"[02:45] Speaker_A | Uh yeah , I think so . Well uh the closing uh we'll not uh look at it yet ."
[02:47] Speaker_C | Alright .
[02:54] Speaker_D | Alright .
[02:55] Speaker_A | Um now I'll look at show this board .
"[03:06] Speaker_A | Well uh notes , first meeting ."
[03:11] Speaker_A | Now .
[03:12] Speaker_A | I gave a disc a a presentation . Uh we familiarised ourself with the boards and then we discussed some first ideas . So
[03:22] Speaker_A | we said that uh
"[03:24] Speaker_A | we have to merge the strong points from our uh competitors , and uh look at their uh remote controls . We should make it uh compatible with our new D_V_D_ and other releases we have , our technical releases . Uh not too many one buttons . One recognisable button in the middle , where you do the most important functions with . And um well they can have two functions , because uh you have a D_V_D_ and a television ."
[03:28] Speaker_D | Right .
[03:36] Speaker_C | Huh ?
"[03:50] Speaker_A | Um the design has to fit the hand , be original , but also be familiar ."
"[04:03] Speaker_C | Mm-hmm , now it's right ."
[04:13] Speaker_A | It should be uh recognisable at all times . Yes . Well fronts were to be just like mobile telephones .
[04:16] Speaker_B | Mm .
[04:16] Speaker_D | Okay .
"[04:21] Speaker_A | And uh the technical aspects um And also labelling of the buttons , the functions should be universal standards . Well that's just uh some ideas from the first meeting . It's quite logical al all of it ."
[04:30] Speaker_C | Mm-hmm .
"[04:35] Speaker_A | Um now the new project requirements , I'll just show them . I got this mail"
"[04:41] Speaker_A | from uh our bosses . Well , teletext goes out . We will not use teletext ."
[04:46] Speaker_B | Oh .
[04:48] Speaker_D | Okay .
"[04:49] Speaker_C | I I disagree , but uh it's not uh t it's not my place to disagree I guess ."
[04:54] Speaker_A | the second is a bit
"[04:58] Speaker_A | sh pity because we just said we wanted to d include the D_V_D_ and they don't want it , because of our time we have for this project ."
[05:00] Speaker_B | Oh .
[05:03] Speaker_D | Alright .
"[05:05] Speaker_C | Oh , alright ."
"[05:06] Speaker_B | Oh , that's a shame ."
"[05:07] Speaker_A | So that's a shame , because uh especially for the third requirement we want to reach people under the thirty years ."
[05:16] Speaker_A | Because uh we don't have those customers a lot at th at this point . Um well it's a bit pity because it's just those people want to have uh one remote control for all those technical devices they can uh reach it .
[05:27] Speaker_D | Yeah .
"[05:28] Speaker_D | But let's forget about it . It's just time-consuming , so we uh have to go on ."
[05:30] Speaker_A | Yeah .
