[00:13] Speaker_A | Yep . Soon as I
[00:17] Speaker_A | get this .
[00:27] Speaker_A | Okay . This is our last meeting .
"[00:34] Speaker_A | Um I'll go ahead and go through the minutes from the previous meeting . Uh and then we'll have a , the prototype presentation . Um then we will um do an evaluation . Uh or we'll see what , what we need to have under the criteria for the evaluation . Then we'll go through the finance and see if we fall within the budget ."
"[01:01] Speaker_A | Um then we'll do the evaluation , and then we can finish up after that with um any changes that we'll need to make , or hopefully everything will fall right in line ."
"[01:14] Speaker_A | Um let's see , minutes from the last meeting . Um we looked at uh the the trends . We had uh the fashion trends that people want a fancy look-and-feel . It was twice as important as anything else . Um they liked fruit and vegetables in the new styles ."
"[01:35] Speaker_A | Um and a spongy feel . So we were talking about trying to incorporate those into our prototype . Um they wanted limited buttons and simplicity . Um then we looked at the uh the method for coming up with our own remote . Um looking at other other devices . Um the iPod , we really liked the look of that ."
"[02:05] Speaker_A | Um we also had uh the kid's remote for a simple idea . Um a two part remote , which was what were were originally looking at . Uh and then um there was talk of spee uh speech recognition um becoming more uh predominant and easier to use . But I think we've still decided not to go with that . Then we looked at the components um"
"[02:35] Speaker_A | the materials for the case , the different energy sources , the different types of chips , um and made a decision on what we were going to use to make our remote . Um and basically"
"[02:49] Speaker_A | how , what were making for the prototype . So I'm going to leave it at that and let you guys take over ."
[02:58] Speaker_C | The prototype discussion .
[03:00] Speaker_A | The prototype yeah . Do you need a this ?
[03:04] Speaker_A | Okay .
"[03:05] Speaker_C | There is our remo the banana . Um yeah basically we we st went with the colour yellow . Um working on the principle of a fruit which was mentioned , it's basically designed around a banana . Um but it would be held in such a fashion , where it is , obviously it wouldn't be that floppy 'cause this would be hard plastic ."
"[03:29] Speaker_C | These would be like the rubber , the rubber grips . So that's so that would hopefully help with grip , or like the ergonomics of it . Um but all the controlling would be done with this scroll wheel . You have to use your imagination a little bit . And this here represents the screen , where you , where you'd go through ."
[03:44] Speaker_A | Very nice .
"[03:46] Speaker_C | And the the simplest functions would be um almost identical to an iPod , where that one way ch through channels , that way th other way through channels . Volume up and down . And then to access the more complicated functions you'd you sorta go , you press that and go through the menus . It's that that simple . That just represents the infrared uh beam ."
"[04:08] Speaker_C | That's a simple on and off switch . Um I don't know , we could use the voice . T that blue bits should be yellow , d that that'd be where the batteries would be I suppose . And um that's about it . It's as simple as you , we could make it really . Is there anything you want to add ?"
[04:24] Speaker_B | Right . That's what we have there . That's plastic . Plastic covered with rubber . We might
[04:41] Speaker_C | Yeah . Doesn't make much make much difference . You could work left-handed or right-handed I suppose .
[04:42] Speaker_A | Mm-hmm .
[04:49] Speaker_C | T the actual thing might be smaller . Yeah .
[04:51] Speaker_B | Th think about the button as well . Like either put either one one on either side or
[04:57] Speaker_A | What but what's that button ?
[04:58] Speaker_B | not do it at all . It's a quick on-off button . That's um
[04:59] Speaker_C | Just the on and off .
"[05:00] Speaker_A | Uh , 'kay ."
[05:03] Speaker_B | yeah I think it's pretty important . So you don't have to fiddle with that .
[05:07] Speaker_A | 'Kay .
[05:07] Speaker_B | Right ? Um that's not um I'd say a bit smaller would probably be nice . You wanna play with that over there . There you go .
[05:13] Speaker_C | Yeah .
[05:19] Speaker_B | Right .
[05:20] Speaker_D | Pretty impressive .
[05:22] Speaker_A | Well done .
[05:26] Speaker_D | Kind of a banana .
[05:28] Speaker_C | And whether or not it would fall into the cost everything I suppose . With the scroll and the L_C_D_ .
[05:36] Speaker_A | Well luckily we are going to find out .
[05:39] Speaker_A | Or not luckily . Um do you have a marketing presentation for us .
[05:51] Speaker_D | Okay . You guys are gonna help me do an evaluation of the criteria .
[05:59] Speaker_D | Um .
[06:19] Speaker_D | Okay .
[06:21] Speaker_D | So first I'll just discuss some of the criteria that I found . Just based on the past trend reports that I was looking at earlier . And then we'll do a group evaluation of the prototype . And then we will calculate the average score to see how we did .
[06:37] Speaker_D | Um so the criteria we're gonna be looking at are the complaints um that we heard from the users who were interviewed earlier . So
[06:53] Speaker_D | we're gonna be doing it based on a seven point scale .
"[07:02] Speaker_D | And one is going to mean true , that we did actually achieve that . With seven being false , we did not achieve that ."
[07:19] Speaker_D | Okay .
"[07:32] Speaker_A | I think it's definitely different than anything else out there . So if they think that what is out there is ugly , then yes I would say , I would say most definitely . It's bright ."
[07:33] Speaker_D | Mm .
[07:34] Speaker_C | Yeah .
[07:38] Speaker_C | I would .
[07:42] Speaker_A | It still has your traditional black .
[07:44] Speaker_C | It's curved . It's not there's no sharp
[07:48] Speaker_C | angles to it .
"[07:48] Speaker_A | Yep , not angular ."
[07:50] Speaker_D | Mm .
"[07:51] Speaker_B | I'd say , when it comes to the ergonomics , the form and stuff , yes that's definitely more beautiful than your average . However the colour , we don't have a say in that ."
[08:03] Speaker_C | Some people might say it . Yeah .
[08:05] Speaker_A | Mm .
[08:07] Speaker_D | That's true .
[08:15] Speaker_D | Yeah .
[08:18] Speaker_C | Yeah .
[08:24] Speaker_C | Yeah .
[08:27] Speaker_A | Yeah something more modern to go a a modern colour to go with the modern form .
[08:29] Speaker_B | Right .
[08:31] Speaker_B | Right . It's different . You don't want your uh
[08:35] Speaker_B | three feet huge L_C_D_ dis display in your living room that's hanging from the wall to be controlled with something like that .
"[08:49] Speaker_D | This was a a sign criteria , do you think maybe we should put it somewhere in the middle then ? Does that sound good ?"
[08:53] Speaker_B | Yeah .
[08:55] Speaker_A | Yeah .
[08:55] Speaker_C | Yeah .
[08:57] Speaker_D | What do you think ? Three ? Four ?
[09:00] Speaker_A | I would say
[09:00] Speaker_D | Five ? Four is fair . Okay .
"[09:06] Speaker_A | Very non-committal , four ."
"[09:07] Speaker_D | Okay , the second one . Did we make it simple for new users ?"
"[09:14] Speaker_B | It's very intuitive , I think yeah ."
"[09:16] Speaker_C | Yeah . I think that was the main aim , one of the main aims that we had ."
"[09:21] Speaker_D | One , 'kay ."
[09:22] Speaker_A | Yeah .
"[09:25] Speaker_D | Okay . Um , do the controls now match the operating behaviour of the users ?"
"[09:32] Speaker_C | Uh yeah . 'Cause we've we've brought it down to basically four controls most common , which are channel and volume . And then the other ones are just a matter of just going , just scrolling further . Yeah ."
[09:37] Speaker_B | Right .
[09:37] Speaker_A | Mm-hmm .
[09:43] Speaker_A | S scrolling through and selecting a few .
[09:45] Speaker_B | Right .
[09:48] Speaker_B | So that's a one .
[09:49] Speaker_A | I think that's a one .
[09:51] Speaker_D | Okay .
[09:56] Speaker_D | Okay um the fourth one . How about the problem of a remote being easily lost ? One of the number one complaints .
[10:04] Speaker_B | Something that big and that yellow you just don't lose anymore .
[10:25] Speaker_B | Oops .
[10:29] Speaker_B | Hmm .
"[10:36] Speaker_C | Yeah . Maybe in the middle again , three or four or something ?"
[10:40] Speaker_D | Okay .
"[10:41] Speaker_C | I mean you know loo losing things is one of those things that people can lose , I mean a million ways . You can pick it up and walk away with it and then you've lost it ."
[10:45] Speaker_A | Yeah .
[10:48] Speaker_D | That's true .
[10:48] Speaker_B | Mm .
"[10:49] Speaker_A | But if we do go with the , with the speech recognition , then it , then our scale goes up quite a bit I think ."
[10:49] Speaker_D | Mm .
[10:54] Speaker_C | Yeah .
[10:55] Speaker_A | Probably two . You know . If we eliminate the fact that you know it's impossible to guarantee that it's not gonna be lost then
[11:02] Speaker_C | Yeah .
[11:02] Speaker_B | Mm .
[11:04] Speaker_A | I'd say two .
"[11:08] Speaker_A | With the speech recognition , which of course may"
[11:13] Speaker_A | be changed depending on budget .
[11:15] Speaker_C | Yeah .
[11:16] Speaker_B | Y you could add an extra feature actually .
[11:21] Speaker_B | Which makes this thing
[11:23] Speaker_B | raise hell when you remove it too far from the television .
[11:27] Speaker_C | Yeah .
[11:29] Speaker_B | We could add that but that's nothing we have thought of so far .
[11:36] Speaker_B | Yes .
