"[01:13] Speaker_C | So , I will open our functional design meeting ."
[01:17] Speaker_A | Mm-hmm .
"[01:18] Speaker_C | So , I will play role of the secretary ."
"[01:23] Speaker_C | As also Program Ma Manager . So , we will have the three presentations from the"
"[01:28] Speaker_C | In Industrial Designer , User Interface Designer and um"
[01:29] Speaker_B | Industrial Design .
[01:35] Speaker_A | Marketing Expert .
[01:35] Speaker_D | Okay .
[01:38] Speaker_A | Mm .
[01:39] Speaker_C | And after that we uh will have the
"[01:45] Speaker_C | new product requirements ,"
"[01:47] Speaker_C | the decision on the remote control functions ,"
[01:51] Speaker_C | and we will
[01:52] Speaker_C | close the meetings after .
[01:55] Speaker_C | Mm so
[01:57] Speaker_C | um I suppose the first to do the presentation will be the User Interface Designer .
[02:02] Speaker_D | Okay .
"[02:04] Speaker_C | Um , so you're participant two ?"
[02:06] Speaker_B | One one .
[02:08] Speaker_D | No no no .
[02:09] Speaker_D | One .
"[02:11] Speaker_B | Three three , it's three sorry ."
[02:13] Speaker_D | I I think I'm a .
"[02:15] Speaker_C | Okay , never mind ."
[02:17] Speaker_A | Okay .
[02:20] Speaker_D | In one .
"[02:21] Speaker_B | In one , sorry ."
[02:25] Speaker_A | Yeah .
[02:26] Speaker_C | Isn't that technical functions ?
[02:28] Speaker_A | No sure .
[02:33] Speaker_B | So you didn't save it maybe .
[02:36] Speaker_D | It's mine .
[02:36] Speaker_A | Uh it's David Jordan . Course .
[02:41] Speaker_B | David Jordan ? Mm-hmm .
[02:43] Speaker_D | Mm yeah .
[02:44] Speaker_A | Mm-hmm .
[02:47] Speaker_C | I let David Jordan do his presentation .
[02:50] Speaker_D | Okay .
"[02:53] Speaker_A | No , no ."
"[02:55] Speaker_A | Uh this one doesn't want to be moved , I think ."
[02:56] Speaker_C | Uh .
[02:57] Speaker_B | Too great for email then .
"[02:58] Speaker_D | Okay , so ."
[03:01] Speaker_D | The first I will present the technical function design for user interface for our uh remote T_V_ control .
[03:09] Speaker_B | Yeah .
[03:11] Speaker_D | Uh I I will focus on user interface design . Um so move to the next slide . As we know our
[03:14] Speaker_C | Mm .
"[03:19] Speaker_D | remote c rem remote T_V_ control it's very has very soph sophisticated functions , as we show from this picture ."
[03:27] Speaker_D | There's a lot of functions .
"[03:29] Speaker_D | Over , I think over"
[03:31] Speaker_D | s twelve or twenty s functions of a remote T_V_ control .
[03:39] Speaker_D | So how can we
[03:41] Speaker_D | um design a user interface with so sa with so many sophisticated functions ?
"[03:49] Speaker_D | Um , let's move to next slide ."
[03:53] Speaker_D | Um .
[03:55] Speaker_D | Yeah .
