"[00:23] Speaker_A | Okay , so now we are on the conceptual design meeting ."
[00:28] Speaker_D | Mm-hmm .
"[00:48] Speaker_A | So um I will again do the secretary part uh we will have three presentation first um uh the industrial design , first Rama then Mark and then Sammy . Um um we have to take a decision on the control remote control concepts and we have forty minutes ."
[00:58] Speaker_D | Uh Rama .
[01:17] Speaker_B | Mm .
"[01:55] Speaker_A | So , let's go . First"
[02:00] Speaker_A | with Rama .
[02:08] Speaker_A | Participant two .
"[02:10] Speaker_C | Yeah , participant two ."
[02:13] Speaker_C | Component .
[02:14] Speaker_A | Mm-hmm .
[02:19] Speaker_C | Yep .
"[02:21] Speaker_C | So we're to mainly design f mainly need to know which components we'll use for energy , and the material and interface . For energy there are maybe two or three possibilities . First one , we can use simple battery , or we can use traditional solar cells or mm and the material we can have plastic , rubber which is good for this R_S_A_ and then uh titanium , which can be which have very good look an and then interface we're to use push buttons or liquid crystal d L_C_D_ display . And we can use some , moving kind of thing ."
[02:50] Speaker_D | Ah .
"[03:17] Speaker_C | So , as we discussed before , we need to we would like to have some speech recognition s chip in our remote control ."
"[03:29] Speaker_C | So this can be simple kind of programmable chip and which can use microphone sensors . And we also want to look at our remote control , so . Still we are looking for possible uh technical uh specifications and how w easy we can do and within our pri range , like we're to in our twelve Euros or around that . So we are looking for simple devices or simple technology to do the location of remote control in a room or in a house ."
"[04:10] Speaker_A | Mm-hmm , okay ."
[04:26] Speaker_C | So we would like to propose battery instead of solar cells and it would be problematic uh to have enough energy with the solar cells and so we would like to just use simple battery . And also we want to go for titanium design instead of rubber or and well the problem is with this design we found that we can't use double-curved shapes .
[04:32] Speaker_D | Mm-hmm .
[04:52] Speaker_D | What is a double-curved shape ?
[04:57] Speaker_D | Uh-huh .
[04:59] Speaker_B | Why ?
[05:00] Speaker_C | Uh it's I think in manufacturing I guess it's problematic .
