"[00:00] Speaker_B | Which data . You know , I I want everything and then I'll decide what I want ."
[00:01] Speaker_A | Yeah .
[00:03] Speaker_A | So this was that face to face meeting . Um but it uh it doesn't
[00:05] Speaker_B | Okay .
[00:48] Speaker_A | Yeah .
[00:58] Speaker_B | Mm-hmm .
[01:00] Speaker_B | Mm-hmm .
"[01:03] Speaker_B | Mm-hmm . Mm-hmm . Okay . As long as the format in which we pick it up is a format which could be generalised to a finer take . Because the worst thing that can ever happen to you is you discover that you've done huge amounts of analysis and th you actually had the data but you threw it away because you treated it so grossly . Okay . So whatever we should be able to b you know , backtrack and say okay instead of every second , every tenth of a second or some such thing . But you know th"
"[01:40] Speaker_B | Well , the eye tracker does ."
[01:40] Speaker_D | Yeah .
[01:42] Speaker_C | Uh five hundred Hertz though .
[01:44] Speaker_B | Mm-hmm .
[01:44] Speaker_D | Yeah .
"[01:45] Speaker_A | But right . W what w um the kinds of events that we had r uh before talked about putting into the record for then use in ELAN and N_X_T_ isn't based on saying every X_ seconds something . You know , give me give me what's happening every X_ seconds . It's more like , you know , give me the fixations and the um the blinks . Yeah . Oh yeah . Durations are in there . But it's not there's a difference between um saying that something is in a particular state every frame , whatever the frame rate is , you know , ten seconds a minute . You know , that's that's one kind of w way of looking at data , and um a parsed version of the data , which isn't at um any particular length . It relies on this really close frame rate that's underneath ."
[02:15] Speaker_B | Mm-hmm .
[02:18] Speaker_B | Mm-hmm .
"[02:28] Speaker_B | Well so there's no real time , there's only ev there's only events . What I'm we're trying to figure out is whether we've thrown time away ."
"[02:56] Speaker_B | Okay , so one of the formats in which eye tracker data is analysed is percentage of time spent on some target as opposed to some competitor over the first second after some event , okay . So you actually have to be shu have to show at some time slice rate whether the eye was on the same target as the other guy , a similar target , what we'd both been deali you know . So we have to b we have all the parts , the interesting parts of the screen identified and be able to show distribution of gaze over time . Alright . Now we could be really unlucky and somebody would expect us to do that at the real frame rate . But I think that's really unlucky . But but my point is that we mustn't throw away in or lose the capacity of being able to deliver that kind of data . Mm-hmm . Mm ."
[03:11] Speaker_A | Okay .
[03:20] Speaker_C | Mm-hmm .
[03:27] Speaker_A | Mm-hmm .
[03:29] Speaker_C | Yeah .
"[03:50] Speaker_B | S so typically the eye will move , right . So over any one second , they eye's actually f fixing on a bunch of different things . And you and so when you say the eye was on this from here to here what's gonna happen is that is that if you use the real frame rate , it's gonna jiggle all over the place . It's gonna be on this landmark . Uh it's on this object , that object , this fixed thing , that fixed thing , okay . You're gonna get lots and lots of stuff . And it's percentage distribution that you're going to want . It's not uh I went here . I s you know , it's not like person walking . I went here , I stayed here . It's it's more like a fly hovering ."
[03:53] Speaker_A | Mm-hmm .
[04:08] Speaker_A | Yeah .
[04:22] Speaker_A | Mm-hmm .
[04:25] Speaker_A | So you need to know the percentage of time it was on during that fixation .
[04:28] Speaker_B | Mm-hmm . Because if you if you take them as separate events you get thousands of separate events .
[04:30] Speaker_A | Yeah ?
[04:36] Speaker_B | Mm-hmm .
[04:43] Speaker_B | Against bigger frames .
"[04:53] Speaker_B | Well , that's the that's the problem . There are two ways of doing it . One is that there's always a cut-off , right . But the other is that there will be a time span , a kind of reaction to some event span ."
[04:57] Speaker_C | Mm-hmm .
"[05:02] Speaker_C | B uh uh m yeah , so I'll I'll lag in some of it during the I suppose there's the the saccadic movement itself , for example ."
[05:06] Speaker_B | Right .
"[05:09] Speaker_B | Right . And so I mean there are there are really two ways of looking at this . One would like to know for example the percentage of time overall in which two people are looking at the same thing , okay . And one would like to know sequences of they didn't look at the same thing and then they broke it . Or they did look at the same thing and then they did or didn't brea you know . One one could imagine those two categories . That's that's a kind of testing of our hypotheses . But there's a certain amount of um dues you pay to the way they do things in the literature to get your papers published . And one of the things they will want to know is an event series after some critical event , right . What percentage of time is given to looking where the other guy is looking . And what percentage of time over some , you know , reasonable time span of a couple of seconds , alright . So they'll be they they'll want to see essentially the gaze settling on particular incidents on particular places . So we have to be able to deliver those two things and they're rather different demands ."
[05:18] Speaker_A | Mm-hmm .
[05:29] Speaker_A | Mm-hmm .
[05:54] Speaker_A | Mm-hmm .
"[06:04] Speaker_C | Th th th yeah , the it should still come out that the little sketch I asked this p for for last week about N_X_T_ and whether it would have that sort of tiered effect so you could see the overlap of where one person is looking compared to the other and their mouse movements and things . That that should ra uh address all that . Mm-hmm . But but because it's also in the i based on the the time course of the procedure you'll be able to basically get the scan path of the pattern of events from that as well ."
[06:05] Speaker_A | Right .
[06:19] Speaker_A | Yeah .
[06:21] Speaker_A | 'Cause all you wanna know is whether they were looking at the same object in the period after .
[06:31] Speaker_A | Yeah .
[06:33] Speaker_A | Okay . Can we draw it to make sure that that um that this is satisfying Ellen's concerns ?
"[06:37] Speaker_C | Yeah , yeah . So I did have it somewhere . I didn't have it r uh haven't brought it . trying to remember it ."
[06:39] Speaker_B | Right .
"[06:40] Speaker_A | Well , there's a white-board , right . We love this thing . See if the pens work . So um this is um A_'s eyes , right ? And B_'s eyes . And I think what you're saying you should probably draw this right , is that they you know , if um from this time to this time they're looking at triangle one ."
"[07:05] Speaker_A | W what you're saying is that you want to know in the critical you wanna know after they're they're looking at triangle one what's happening in this period with this guy , right ?"
"[07:16] Speaker_B | Or how l alright . Let's let's imagine a typical construction event , okay . There is some part there are there are separate movable parts on the screen ready for use , right . There may be or not a construction already begun , right . Somebody makes the first move . There's some kind of communication either gestural , imaginary or verbal , that plans how we're gonna do it , right . Before that happens the person who speaks is going to do some kind of visual scanning . While they're speaking or communicating in some way , the other person may or may not be looking where they're looking , okay . They may be overlapping gaze at particular objects which are of interest . Let's call it the c the construct , existing construct , which could be zero ."
[07:24] Speaker_A | Mm-hmm .
[07:38] Speaker_A | Mm-hmm .
[07:48] Speaker_A | Mm-hmm .
[08:00] Speaker_A | Mm-hmm .
"[08:08] Speaker_B | Alright . Or the um the addendum , the thing which is next going to be added . Next piece , okay . Now in neither case , when you draw this , he's looking at triangle one , which you're actually drawing , you know , for a the period of time in which he's steadily looking at triangle one is gonna be very very short , right . Because staring fixedly without interruption , blink or or saccade is is an extremely short event ."
[08:08] Speaker_A | Mm-hmm .
[08:14] Speaker_A | Mm-hmm .
[08:27] Speaker_C | Mm-hmm .
[08:33] Speaker_C | Uh it m it m uh but uh br at that point they're all of it lumped all the individual fixations as long as it doesn't move off that triangle together as a total sort of gaze gaze time on that . Yep . Yeah . That that's a target within the target region .
"[08:45] Speaker_B | That's fine . So it's in a region it's in a region . Okay . But even so you're likely to get bouncing in and out of the region , right . So even so you wanna look at if we're interested in how long before the construction move takes place , um how much of the time they spend looking at the same thing . Let's call that our measure of alignment . So they're gonna be yeah , that's right , A_ is gonna be on triangle one and various other places . That's right . And and B_ um okay . And we're gonna look at the percentage of of that time where they're both in the same region ."
[08:48] Speaker_A | Mm-hmm .
[08:54] Speaker_C | Uh m
[09:06] Speaker_A | Alright .
[09:10] Speaker_C | Uh-huh .
"[09:14] Speaker_C | M yes , somewhere ."
[09:17] Speaker_C | Mm-hmm .
"[09:22] Speaker_B | Right . So what I want to make sure is that we don't um simplify , do you know what I mean ? Temporarily simplify too much , so that yeah ."
"[09:33] Speaker_C | It it sh yeah , it I mean uh as long as we're dif r yeah , it there shouldn't be anything missing ."
[09:37] Speaker_B | 'Cause then you lose percentage as an as a as a D_V_ .
[09:43] Speaker_C | That should be alright .
[09:49] Speaker_A | Yeah .
[09:49] Speaker_C | Yep .
"[09:51] Speaker_A | So , you know , he might get triangle one there and no maybe this one's gonna overlook lap quite a bit . So what you want to do is be able to define um bigger periods , which is the period when they're sort of interested in triangle one overall , right ? This is sort of some meta level analysis ."
[09:52] Speaker_C | M m yeah .
[09:55] Speaker_B | Right .
[09:56] Speaker_C | Mm-hmm .
[10:05] Speaker_C | Yes .
[10:07] Speaker_B | Mm-hmm . When they should be . Right .
"[10:07] Speaker_C | So we yeah . So we if we have an an event , yeah , that that yeah , the second line then for the second before it . And then we can just take that chunk out and do something with it ."
"[10:16] Speaker_A | Yeah . But that's that's not a something that you can do in the N_X_T_ query language , but it you can't do that in any you know , this is such special purpose s but it's easy enough given the data format for any of these things to do that . So you could do it on 'cause i it's just a matter of i the hard part is deciding how close together these have to be before you decide that this is a event that you wanna pull out . Because , you know , algorithmically you're you're already putting together I mean this is essentially already , you know , these fixations with stuff in between ."
[10:18] Speaker_B | Okay .
[10:29] Speaker_C | Right .
[10:43] Speaker_C | Yeah .
[10:44] Speaker_C | Mm-hmm .
[10:47] Speaker_C | Yeah . Yeah .
"[10:48] Speaker_A | And uh um , you know , we we've got an algorithm for deciding when that's a look , I guess . You already have that or no ?"
[10:48] Speaker_B | Mm-hmm .
"[10:55] Speaker_C | Uh well , if it's just based on uh like a a stable fixation for so long or or something and crossing into that region . Yeah ."
"[11:02] Speaker_A | Oh yeah , yeah . So it's all fixations . They're these are all fixations and saccades , but within the yep . So that's easy enough . So the hard thing is they could be moving their eye arbitrarily here , right ? And you know , maybe even having fixations on other things ? Yeah ?"
"[11:16] Speaker_B | Yes . Yes , because for example for part of that time both B_ and A_ are probably looking at the construct , okay . If if your intention is to move the red triangle to sit on top of the thing already constructed , you would tend to look back and forth . Right ."
[11:17] Speaker_C | Mm-hmm . Yep .
[11:25] Speaker_A | Yep .
[11:32] Speaker_A | Back and forward . Yep . So um this isn't yeah . But what you need to do is we we can already build into this G_D_F_ format these regions if you can give a definition of what you think that is . But I think the right way to do this is to be able to inspect the data in um some tool and play around with the definitions . Because you won't get it right the first time . Yeah .
[11:32] Speaker_C | Mm-hmm .
[11:35] Speaker_B | And we should be able to to figure that out .
"[11:56] Speaker_C | Mm-hmm , yeah ."
[12:27] Speaker_D | Yeah .
"[12:38] Speaker_B | Right . So so essentially there's there's um A_E_ is divided into T_R_ one and C_ and other stuff , okay , where C_ is the construct , the existing thing ."
"[12:57] Speaker_B | Well no . I mean we'd take a separate we'd look at the percentage time I mean I have no idea because I don't know how people look when they're building things together , okay . So there's a there's the addendum and the and the co the existing construct . And I don't know whether they're gonna spend more time looking at one or the other . But if they're whatever it is that one is looking at , if the other's looking the same place they're in good shape ."
"[13:19] Speaker_B | Yeah . Sure , sure . And that's what the other stuff that's what the that's what the diagonal stripes are for . That's true . But we c we can one of the things we'll be doing is um categorising people I take it or interactions by the amount of time people spend looking at the clock . We'd expect that if we put people under time pressure they'll look at the clock a lot more ."
[13:20] Speaker_C | Mm-hmm .
[13:25] Speaker_A | Mm-hmm .
[13:35] Speaker_A | Yeah .
[13:38] Speaker_C | More . Mm-hmm .
"[13:40] Speaker_B | Sure , it's a separate analysis . But you don't wanna throw it away , right . So so you can define if all of these things are actually categorised by the eye tracker as to where the eye is , alright , you should be able to pull out any interesting category and say alright for this phase it's T_R_ one , or C_ . For this phase it's um S_Q_ one or C_ , okay ."
[13:50] Speaker_A | Yeah .
[13:55] Speaker_A | Mm-hmm .
[14:01] Speaker_A | Yeah .
"[14:04] Speaker_A | But what we find e what we can get out of the data easily at the moment is at this kind of level , right . And then it's a case of defining algorithmically all these other transformations that you want . So this is one uh we hadn't thought of adding before , but we should , right . Which is um well , how would you decide whether something was the current addendum uh the cu"
[14:07] Speaker_B | Mm-hmm .
[14:10] Speaker_B | Mm-hmm .
"[14:24] Speaker_B | You have to actually transcribe the thing or watch the film further on . Yeah . Yeah , absolutely ."
[14:30] Speaker_C | Mm-hmm .
[14:30] Speaker_D | Yeah .
"[14:33] Speaker_D | Yeah . So so m so I assume that well once you've that sort of information , you well you got the G_D_F_ format . You then filter it to say , right , between time X_ and time Y_ they're they're constructing that having triangle one to the construct . And then you just say in that time period , what percentage are they looking at triangle one . What percentage are they looking at the construct . Does that sound does that sound reasonable ?"
[14:34] Speaker_A | But the ex
[14:36] Speaker_B | Yeah .
"[14:47] Speaker_B | Right . Right . Yeah , that's the addendum in the construct should be , you know , kind of they they change their true identity . But they're i their categories of stuff now I w my kind of assumption was that that this was J_P_ land , that that's what he was re what he was really interested in was the kind of coding which would define the building sequence , okay ? So and"
[14:53] Speaker_D | Yep .
[15:11] Speaker_D | Right .
"[15:14] Speaker_B | the and maybe he wants to think about that more and say well there were several candidates for the addendum , alright . And and it was the negotiation of which candidate was gonna be the right candidate that's actually the interesting stuff . So I should talk to him about this . He's he's actually um emailed me with a l with a list of things he wants to discuss at length . So I w I'll bring this one back to him ."
[15:25] Speaker_C | Mm-hmm .
[15:33] Speaker_A | But we believe J_P_ to be defining that maybe .
"[15:36] Speaker_B | Well this is my question for him . Is he gonna define this kind of building sequence in a way that we can get out . Or is he so b I mean , you know , they've been working on construction there for a while . So it may be that they have a coding system that's ready to go and we should just apply it ."
[15:55] Speaker_A | Yeah .
[15:55] Speaker_B | Okay . Um they do a lot of sub-assembly in the tasks they've been doing . So they may well have a yeah .
[16:00] Speaker_A | Mm-hmm .
"[16:02] Speaker_A | I could believe them , yeah , no , taking an interest in that ."
[16:06] Speaker_B | Let's find out .
"[16:07] Speaker_A | I mean the general division was language here and other stuff there , right ."
"[16:10] Speaker_B | Right . Right . So wha right . What well we but we have the now actions I mean actions might mostly be theirs , right . But since we have the the eye tracker i th we're gonna have to answer their questions about gaze , right . Yeah , I right . But um so they'll they'll uh they'll tell us something about that . But um presumably what you piously hope is happens here is what happened with um transactions , right , that the verbal analysis and the um and the visual analysis give you the same breaking points , the same chunking points ."
[16:11] Speaker_C | Mm-hmm . That's what I have understood it to be . But well I don't know . But W uh mm-hmm mm-hmm .
"[16:24] Speaker_C | Yes , uh-huh , yeah ."
[16:25] Speaker_D | Right .
