[00:00] mn049 | Is it starting now ?
[00:01] me018 | Yep .
"[00:01] mn049 | So what what from what Whatever we say from now on ,"
[00:03] me006 | Hello ?
"[00:05] mn049 | it can be held against us , right ?"
[00:06] me018 | That 's right .
[00:10] me006 | It 's your right to remain silent .
"[00:11] mn049 | Yeah . So I I the the problem is that I actually don't know how th these held meetings are held , if they are very informal and sort of just people are say what 's going on and OK ."
[00:19] me018 | Yeah .
[00:23] mn049 | Yeah .
"[00:24] mn049 | OK . So I guess that what may be a reasonable is if I uh first make a report on what 's happening in Aurora in general , at least what from my perspective ."
[00:32] me018 | Yeah .
[00:33] me018 | That would be great .
[00:34] fn002 | Uh o
"[00:34] mn049 | and uh so , I I think that Carmen and Stephane reported on uh Amsterdam meeting , which was kind of interesting because it was for the first time we realized we are not friends really , but we are competitors ."
[00:50] me018 | Yeah .
"[00:50] me018 | It seemed like there were still some issues , right ? that they were trying to decide ?"
[00:52] mn049 | Yeah .
[00:53] mn049 | There is a plenty of there 're plenty of issues .
"[00:56] mn049 | Well and what happened was that they realized that if two leading proposals , which was French Telecom Alcatel , and us"
[01:02] mn049 | both had uh voice activity detector .
[01:04] me018 | Right .
"[01:05] mn049 | And I said "" well big surprise , I mean we could have told you that n n n four months ago , except we didn't because nobody else was bringing it up "" . Obviously French Telecom didn't volunteer this information either ,"
[01:15] me018 | Right .
"[01:17] mn049 | mainly on voice activity detector for past uh several months because that 's buying us the most uh thing . And everybody said "" Well but this is not fair . We didn't know that . """
[01:29] me018 | Right .
"[01:37] mn049 | or at least that if we could modify the recognizer ,"
"[01:40] mn049 | uh to account for these long silences , because otherwise uh that that th that wasn't a correct thing . """
"[01:47] mn049 | And so then ev ev everybody else says "" well we should we need to do a new eval evaluation"
"[01:53] mn049 | without voice activity detector , or we have to do something about it "" . And in principle I uh I we agreed ."
[01:54] me018 | Right .
[01:58] me018 | Mm - hmm .
"[01:59] mn049 | We said uh "" yeah "" ."
"[02:00] mn049 | Because uh but in that case ,"
"[02:03] mn049 | uh we would like to change the uh the algorithm because uh if we are working on different data , we probably will use a different set of tricks ."
[02:11] me018 | Right .
"[02:12] mn049 | But unfortunately nobody ever officially can somehow acknowledge that this can be done , because French Telecom was saying "" no , no , no , now everybody has access to our code ,"
"[02:21] mn049 | so everybody is going to copy what we did . """
"[02:25] mn049 | Yeah well our argument was everybody ha has access to our code , and everybody always had access to our code . We never"
"[02:32] mn049 | uh uh denied that . We thought that people are honest , that if you copy something and if it is protected protected by patent"
[02:36] me018 | Yeah .
"[02:39] mn049 | then you negotiate , or something , right ? I mean , if you find our technique useful , we are very happy ."
[02:40] me018 | Right .
[02:41] me018 | Right .
[02:44] me018 | Mm - hmm .
"[02:44] mn049 | But And French Telecom was saying "" no , no , no , there is a lot of little tricks which uh sort of uh cannot be protected and you guys will take them , """
"[02:53] mn049 | which probably is also true . I mean , you know ,"
[02:56] mn049 | it might be that people will take uh
[03:06] me018 | Yeah .
[03:14] me018 | Mm - hmm .
[03:19] me018 | Right .
[03:20] me018 | Right .
"[03:20] mn049 | "" so let 's deal with that "" . So I don't see the problem . The biggest problem of course is that f that Alcatel French Telecom cl claims "" well we fulfilled"
"[03:29] mn049 | the conditions . We are the best . Uh . We are the standard . """
"[03:33] mn049 | And e and other people don't feel that , because they so they now decided that that is the whole thing will be done on well - endpointed data ,"
"[03:42] mn049 | essentially that somebody will endpoint the data based on clean speech , because most of this the SpeechDat - Car has the also close speaking mike and endpoints will be provided ."
[03:45] me018 | Mm - hmm .
[03:52] me018 | Ah .
"[03:57] mn049 | if we are allowed to run uh uh new algorithms , but I assume so . Because uh we would fight for that , really ."
[04:03] mn049 | uh but since uh u u n u at least our experience is that only endpointing a a mel cepstrum
[04:10] mn049 | gets uh gets you twenty - one percent improvement overall and twenty - seven improvement on SpeechDat - Car
[04:16] me018 | Hmm .
[04:20] mn049 | uh the baseline will go up . And nobody can then achieve fifty percent improvement .
[04:22] me018 | Right .
