[00:02] me018 | I think I 'm zero .
[00:04] fn002 | Ah -
[00:04] me006 | Wh - what causes the crash ?
[00:04] me013 | Unprecedented .
"[00:04] me034 | Hello , hello , hello , hello ."
[00:05] me018 | Did you fix something ?
[00:07] me034 | Hello .
"[00:09] fn002 | Five , five ."
"[00:09] me034 | Hello , hello ."
"[00:09] me006 | Oh , maybe it 's the turning turning off and turning on of the mike , right ?"
"[00:22] me013 | Uh , you think that 's you ?"
[00:24] me013 | Oh .
[00:25] me034 | Aaa - aaa - aaa . OK . That 's me .
[00:34] me013 | OK .
"[00:36] me013 | OK . So , um I guess we are"
"[00:44] mn007 | Channel channel three , yeah . OK ."
"[00:47] fn002 | Mmm , channel five ?"
[00:47] me034 | Channel two .
[00:49] fn002 | Doesn't work ?
[00:49] me034 | Two .
"[00:50] me013 | Yeah , that 's the mike number there ,"
[00:53] fn002 | No ?
"[00:54] me018 | Is it written on her sheet , I believe ."
"[00:57] me013 | Uh , mike number five ,"
"[00:58] fn002 | Ah , era el cuatro . Yeah ."
[01:00] me013 | channel channel four .
[01:01] fn002 | Yeah yeah yeah .
"[01:05] fn002 | Ah yeah , it 's OK ."
[01:06] me013 | Yeah .
[01:10] me034 | I think I 'm channel two .
"[01:11] me013 | Oh , I 'm channel must be channel one . Channel one ? Yes , OK ."
[01:16] me013 | OK . So uh
"[01:35] mn007 | Uh so . uh We So As I was already said , we we mainly focused on"
"[01:47] mn007 | uh four kind of features . The PLP , the PLP with JRASTA , the MSG , and the MFCC from the baseline Aurora ."
[02:00] me013 | Mm - hmm .
"[02:02] mn007 | Uh , and we focused for the the test part on the English and the Italian ."
[02:09] mn007 | Um . We 've trained uh several neural networks on so on the TI - digits English and on the Italian data and also on the broad uh English uh French and uh Spanish databases .
"[02:30] mn007 | Mmm , so there 's our result tables here , for the tandem approach , and um , actually what we we @ @ observed is that if the network is trained on the task data it works pretty well ."
[02:52] me011 | I can't get back far enough .
[02:53] me034 | Chicken on the grill .
[02:56] me034 | Try that corner .
[02:57] me018 | How about over th from the front of the room ?
"[02:58] me034 | Yeah , it 's longer ."
[03:00] me013 | We 're pausing for a photo opportunity here . Uh .
[03:03] me013 | Uh .
[03:06] me013 | So .
[03:06] me006 | Oh wait wait wait wait wait . Wait . Hold on . Hold on . Let me give you a black screen .
[03:07] me034 | Get out of the Yeah .
[03:09] me013 | OK .
[03:15] me011 | One more .
[03:17] me013 | He 's facing this way .
[03:18] me011 | Because we said we were gonna do this and I just remembered .
"[03:26] me013 | OK , this this would be a good section for our silence detection ."
[03:30] me034 | Mm - hmm .
[03:34] me013 | Oh .
[03:35] me013 | OK .
"[03:36] me013 | So um ,"
"[03:41] mn007 | Yeah , so if the network is trained on the task data um tandem works pretty well . And uh actually we have uh , results are similar"
[03:41] me013 | Yeah .
"[03:57] me018 | On data from just that task , that language ?"
[03:59] mn007 | Just that task .
[04:00] mn007 | But actually we didn't train network on uh both types of data I mean
[04:13] me018 | Mmm .
[04:19] me018 | Mm - hmm .
"[04:22] mn007 | Yeah . So ,"
[04:24] me013 | clearly it 's gonna be good then but the question is how much worse is it
[04:24] me018 | So what 's th
"[04:29] me013 | I mean ,"
"[04:31] me013 | From what I saw from the earlier results , uh I guess last week ,"
[04:44] mn007 | Mmm . Yeah .
[04:45] me013 | But but the question is if you train on one language
[04:57] mn007 | If we use the same language ?
"[04:59] me013 | No , no , no ."
[05:05] mn007 | Mm - hmm .
"[05:08] me013 | I don't have the numbers in front of me , so I 'm just imagining ."
[05:11] me013 | E
"[05:13] me013 | So , you didn't train on TIMIT and test on on Italian digits , say ?"
"[05:17] mn007 | No , we did four four kind of of testing , actually ."
[05:29] mn007 | So for Italian on the Italian speech @ @ .
[05:34] mn007 | The second test is trained on a single language
"[05:39] mn007 | um with broad database , but the same language as the t task data ."
[05:44] me013 | OK .
[05:44] mn007 | But for Italian we choose Spanish which we assume is close to Italian .
"[05:49] mn007 | The third test is by using , um"
[05:53] mn007 | the three language database
[05:56] mn007 | and the fourth is
[05:56] me013 | W which in It has three languages . That 's including the w
[06:03] mn007 | But not
[06:03] me018 | In -
[06:05] me018 | The three languages
[06:08] mn007 | Yeah
