"[00:03] me011 | And , somewhere is my agenda ."
"[00:05] me011 | I think the most important thing is Morgan wanted to talk about , uh ,"
[00:09] me011 | the ARPA demo .
"[00:11] me013 | Well , so ,"
[00:12] me013 | here 's the thing .
"[00:13] me013 | Um ,"
"[00:14] me013 | why don't we s again start off with with , uh ,"
[00:16] me013 | - n
"[00:19] me013 | Um ,"
[00:19] me013 | I think we want to start off with the agenda .
"[00:22] me013 | And then , given that ,"
"[00:24] me013 | uh , Liz and Andreas are gonna be ten , fifteen minutes late ,"
[00:28] me013 | we can try to figure out what we can
"[00:32] me013 | So so , one thing is , yeah , talk about demo ,"
"[00:36] me011 | uh , IBM transcription status ,"
"[00:44] me013 | Uh , what else ?"
[00:45] me011 | SmartKom.
[00:46] me013 | SmartKom.
[00:48] me013 | SmartKom.
[00:48] me013 | What 's SmartKom ?
"[00:50] me011 | Uh , we wanna talk about"
[00:52] me011 | if w if we wanna add the data to the mar Meeting Recorder corpus .
[00:52] mn014 | The data .
[00:56] mn014 | The data which we are collecting here .
[01:00] me013 | What what what are we collecting here ?
[01:02] mn014 | Data ?
"[01:06] me013 | Yeah , right ."
[01:07] mn014 | Yeah .
"[01:07] me013 | Uh ,"
[01:08] me013 | right .
"[01:12] me011 | Uh , reorganization status ."
[01:15] me013 | Reorganization
[01:17] me013 | status .
[01:17] fe008 | Oh .
[01:18] fe008 | Files and directories ?
[01:19] me013 | Files and directories .
[01:19] me011 | Yep .
[01:21] me011 | Uh - huh .
"[01:22] me011 | Absinthe ,"
[01:26] me011 | Linux .
"[01:30] me011 | I think it was Andreas wanted to talk about segmentation and recognition ,"
"[01:50] me011 | And then if ti if there 's time I wanted to talk about digits , but it looked like we were pretty full , so I can wait till next week ."
[01:55] me013 | Right .
[01:57] me013 | OK .
"[01:59] me013 | Well , let 's see ."
[02:00] me013 | I think the a certainly the segmentation and recognition we wanna maybe focus on when An - Andreas is here since that was particularly his
[02:06] mn014 | And also the SmartKom
[02:06] me013 | thing .
[02:07] mn014 | thing
"[02:08] me013 | SmartKom also ,"
[02:08] mn014 | should
[02:09] mn014 | b
[02:10] me013 | Andreas .
"[02:11] me013 | Absinthe , I think also he"
[02:13] me013 | has sort of been involved in a lot of those things . Yeah .
"[02:14] me011 | At least , yeah , he 'll t he 'll probably be interested ."
[02:17] me011 | But .
[02:17] me013 | Yeah .
"[02:22] me013 | but , uh , probably ,"
[02:24] me013 | if we had to pick something that we would talk on for
"[02:27] me013 | ten minutes or so while they 're coming here . Or I guess it would be ,"
"[02:33] me011 | Yeah . I mean , I think ,"
[02:34] me011 | Chuck was the one who
[02:35] me011 | added out the agenda item . I don't really have anything to say other than that we still haven't done it .
[02:39] me011 | So .
[02:43] me018 | maybe I said maybe we said this before just that we met and we talked about it and
[02:47] me018 | we
[02:47] me018 | sort of have a plan for
[02:50] fe008 | And I and I think a crucial part of that is the idea of of not wanting to do it until right before the next level zero back - up
[02:57] me018 | Right .
[02:59] me011 | Right .
[03:02] me011 | Although Dave basically said
[03:03] fe008 | Yeah .
[03:04] me011 | that
"[03:04] me011 | if we wanna do it ,"
[03:05] fe008 | Uh - huh .
[03:05] me011 | just tell him and he 'll
[03:06] me011 | do a d level zero then .
[03:08] me011 | So .
"[03:09] fe008 | Oh , good ."
[03:11] me011 | Yep .
"[03:15] me011 | Well , we don't need to do it during this meeting . We have a little more to discuss ."
